index,period,org_code,type,attendances,breaches,admissions,performance
1284,2016-12-01,RFR,1,2572,535,721,0.79
1285,2016-12-01,RM2,1,8542,1389,2796,0.84
1286,2016-12-01,RTX,1,7222,1578,2214,0.78
1287,2016-12-01,RTX,other,1233,25,92,0.98
1288,2016-12-01,RWW,1,6544,1489,2639,0.77
1289,2016-12-01,RWW,other,3638,25,0,0.99
1290,2016-12-01,RY7,other,4519,145,0,0.97
1291,2016-12-01,RBL,1,8142,1819,2588,0.78
1292,2016-12-01,RBL,other,2722,127,0,0.95
1293,2016-12-01,AJN,other,1261,0,0,1
1294,2016-12-01,RRF,1,7470,1298,1864,0.83
1295,2016-12-01,RCB,1,9147,2887,3464,0.68
1296,2016-12-01,RCB,other,6267,21,0,1
1297,2016-12-01,RTK,1,8574,1661,2095,0.81
1298,2016-12-01,RTK,other,1275,0,0,1
1299,2016-12-01,Y02688,other,3449,0,0,1
1300,2016-12-01,NQT10,other,3620,0,0,1
1301,2016-12-01,RWX,other,5182,0,0,1
1302,2016-12-01,Y04538,other,2690,4,0,1
1303,2016-12-01,RXH,1,12300,2597,3467,0.79
1304,2016-12-01,RXH,2,976,0,20,1
1305,2016-12-01,NLW,other,4563,45,0,0.99
1306,2016-12-01,RXQ,1,7043,1456,2895,0.79
1307,2016-12-01,RXQ,2,1217,0,459,1
1308,2016-12-01,RXQ,other,3538,12,0,1
1309,2016-12-01,Y00058,other,2363,3,0,1
1310,2016-12-01,NLT02,other,966,0,0,1
1311,2016-12-01,RJ8,other,7697,27,6,1
1312,2016-12-01,RN7,1,8993,2187,2565,0.76
1313,2016-12-01,RN7,other,1427,0,0,1
1314,2016-12-01,RBD,1,3439,77,1274,0.98
1315,2016-12-01,RBD,other,4056,3,0,1
1316,2016-12-01,RVV,1,12487,4481,3384,0.64
1317,2016-12-01,RVV,other,5004,23,423,1
1318,2016-12-01,RXC,1,9136,2055,2793,0.78
1319,2016-12-01,DD401,other,796,0,0,1
1320,2016-12-01,RDU,1,19713,2228,6370,0.89
1321,2016-12-01,R1J,other,5359,24,0,1
1322,2016-12-01,RTE,1,10843,2809,3396,0.74
1323,2016-12-01,RN3,1,6665,2085,2415,0.69
1324,2016-12-01,RN3,other,4992,16,0,1
1325,2016-12-01,RN5,1,8976,1391,2445,0.85
1326,2016-12-01,RN5,other,997,0,0,1
1327,2016-12-01,NDA57,other,523,0,0,1
1328,2016-12-01,R1F,1,3391,672,821,0.8
1329,2016-12-01,R1F,other,1442,0,0,1
1330,2016-12-01,RYY,other,8333,4,0,1
1331,2016-12-01,NR5,other,2934,0,0,1
1332,2016-12-01,RWF,1,11901,2740,3546,0.77
1333,2016-12-01,RWF,other,1751,0,0,1
1334,2016-12-01,RPA,1,10002,2640,2248,0.74
1335,2016-12-01,RVJ,1,6908,1523,2323,0.78
1336,2016-12-01,RBZ,1,3613,405,1099,0.89
1337,2016-12-01,RBZ,other,3911,0,0,1
1338,2016-12-01,L83087,other,146,0,0,1
1339,2016-12-01,RNU,other,2333,68,0,0.97
1340,2016-12-01,RTH,1,10813,1105,3612,0.9
1341,2016-12-01,RTH,2,1537,0,64,1
1342,2016-12-01,NLX02,other,574,0,0,1
1343,2016-12-01,RK9,1,7874,1289,2905,0.84
1344,2016-12-01,RK9,2,228,0,0,1
1345,2016-12-01,RD3,1,5406,567,1688,0.9
1346,2016-12-01,RD3,other,1114,0,0,1
1347,2016-12-01,RHU,1,9081,3065,3018,0.66
1348,2016-12-01,RHU,2,757,4,0,0.99
1349,2016-12-01,RHU,other,1538,0,2,1
1350,2016-12-01,RPC,other,817,4,18,1
1351,2016-12-01,RHW,1,9238,846,3095,0.91
1352,2016-12-01,RHW,2,1207,11,4,0.99
1353,2016-12-01,REF,1,5840,1324,2617,0.77
1354,2016-12-01,REF,other,1465,21,34,0.99
1355,2016-12-01,RH8,1,8087,677,1972,0.92
1356,2016-12-01,RH8,other,602,1,0,1
1357,2016-12-01,RA2,1,5975,1051,2166,0.82
1358,2016-12-01,RD1,1,6028,993,2144,0.84
1359,2016-12-01,RD1,other,1039,5,101,1
1360,2016-12-01,RNZ,1,3703,433,1051,0.88
1361,2016-12-01,RNZ,2,215,0,0,1
1362,2016-12-01,Y02666,other,1484,0,0,1
1363,2016-12-01,RH5,other,6487,23,0,1
1364,2016-12-01,RYF,other,1216,0,0,1
1365,2016-12-01,NTP11,other,4108,0,0,1
1366,2016-12-01,RW1,other,1764,5,7,1
1367,2016-12-01,NTPAD,other,4647,8,0,1
1368,2016-12-01,RTP,1,8662,883,2659,0.9
1369,2016-12-01,RDR,other,8251,283,0,0.97
1370,2016-12-01,RBA,1,5388,460,1853,0.91
1371,2016-12-01,AAH,other,150,0,0,1
1372,2016-12-01,RDZ,1,6080,433,1823,0.93
1373,2016-12-01,RDZ,2,1306,0,15,1
1374,2016-12-01,RA9,1,5959,1128,2584,0.81
1375,2016-12-01,RA9,other,2460,0,0,1
1376,2016-12-01,RHM,1,8467,1280,3308,0.85
1377,2016-12-01,RHM,2,1365,7,18,0.99
1378,2016-12-01,RA7,1,9091,2196,3021,0.76
1379,2016-12-01,RA7,2,1767,15,12,0.99
1380,2016-12-01,RYR,1,11485,1106,3532,0.9
1381,2016-12-01,RYR,other,987,15,0,0.98
1382,2016-12-01,RA3,1,4235,1413,1016,0.67
1383,2016-12-01,NDA56,other,2826,17,0,0.99
1384,2016-12-01,G82071,other,1886,0,0,1
1385,2016-12-01,NDA55,other,3358,16,0,1
1386,2016-12-01,NLX24,other,1141,1,0,1
1387,2016-12-01,RA4,1,4082,245,1535,0.94
1388,2016-11-01,RF4,1,20117,2612,4441,0.87
1389,2016-11-01,RF4,2,647,5,0,0.99
1390,2016-11-01,RF4,other,2954,7,0,1
1391,2016-11-01,R1H,1,28843,5298,6612,0.82
1392,2016-11-01,R1H,2,662,0,0,1
1393,2016-11-01,R1H,other,10435,57,0,0.99
1394,2016-11-01,AD913,other,4047,0,0,1
1395,2016-11-01,RYX,other,18478,182,0,0.99
1396,2016-11-01,RQM,1,16478,1985,3399,0.88
1397,2016-11-01,RQM,other,7603,107,0,0.99
1398,2016-11-01,RJ6,1,6179,1044,2207,0.83
1399,2016-11-01,RJ6,other,3669,207,0,0.94
1400,2016-11-01,Y02696,other,902,0,0,1
1401,2016-11-01,NX122,other,2701,0,0,1
1402,2016-11-01,RVR,1,12294,562,3066,0.95
1403,2016-11-01,RVR,2,417,0,7,1
1404,2016-11-01,RJ1,1,12129,2487,3123,0.79
1405,2016-11-01,RJ1,2,699,0,0,1
1406,2016-11-01,RJ1,other,2920,2,0,1
1407,2016-11-01,Y03082,other,3804,0,0,1
1408,2016-11-01,RQX,1,9946,663,1605,0.93
1409,2016-11-01,RY9,other,4344,0,0,1
1410,2016-11-01,RYJ,1,9741,3094,3058,0.68
1411,2016-11-01,RYJ,2,3741,16,10,1
1412,2016-11-01,RYJ,other,10129,134,0,0.99
1413,2016-11-01,RJZ,1,16842,4568,4329,0.73
1414,2016-11-01,RJZ,2,2075,2,0,1
1415,2016-11-01,RJZ,other,4826,205,0,0.96
1416,2016-11-01,RAX,1,8776,1159,1731,0.87
1417,2016-11-01,RAX,2,974,12,0,0.99
1418,2016-11-01,RJ2,1,17774,3695,4868,0.79
1419,2016-11-01,RJ2,other,5906,312,0,0.95
1420,2016-11-01,R1K,1,11526,4062,4715,0.65
1421,2016-11-01,R1K,other,16454,122,0,0.99
1422,2016-11-01,RP6,2,8035,56,32,0.99
1423,2016-11-01,RAT,other,4821,23,0,1
1424,2016-11-01,RAP,1,13981,2301,2877,0.84
1425,2016-11-01,Y02973,other,807,0,0,1
1426,2016-11-01,AF003,other,406,0,0,1
1427,2016-11-01,AF002,other,570,0,0,1
1428,2016-11-01,RAL,1,18771,3278,3816,0.83
1429,2016-11-01,RAL,other,3065,1,0,1
1430,2016-11-01,Y03047,other,1937,0,0,1
1431,2016-11-01,RJ7,1,12654,911,3709,0.93
1432,2016-11-01,RJ7,other,1371,1,0,1
1433,2016-11-01,F84747,other,2612,0,0,1
1434,2016-11-01,RAS,1,5701,2295,1766,0.6
1435,2016-11-01,RAS,other,7860,93,0,0.99
1436,2016-11-01,Y03094,other,3007,0,0,1
1437,2016-11-01,E84068,other,3323,0,0,1
1438,2016-11-01,RKE,1,8271,1232,1270,0.85
1439,2016-11-01,RRV,1,11512,1673,1979,0.85
1440,2016-11-01,Y02147,other,9510,0,0,1
1441,2016-11-01,Y03201,other,2438,0,0,1
1442,2016-11-01,NL7,other,4806,0,0,1
1443,2016-11-01,RDD,1,11284,789,2268,0.93
1444,2016-11-01,RC1,1,5998,434,1694,0.93
1445,2016-11-01,M85813,other,3191,0,0,1
1446,2016-11-01,RQ3,1,5680,584,1116,0.9
1447,2016-11-01,RJF,1,5081,780,1723,0.85
1448,2016-11-01,RJF,other,4073,0,7,1
1449,2016-11-01,RGT,1,9273,2545,2823,0.73
1450,2016-11-01,RGT,other,3001,1,19,1
1451,2016-11-01,RFS,1,6674,634,1954,0.91
1452,2016-11-01,NQ108,other,2123,3,0,1
1453,2016-11-01,RDE,1,7028,898,2388,0.87
1454,2016-11-01,Y03571,other,5760,15,0,1
1455,2016-11-01,RTG,1,10817,1777,3363,0.84
1456,2016-11-01,RTG,other,3808,0,57,1
1457,2016-11-01,RY8,other,4296,3,0,1
1458,2016-11-01,NNJ,other,1648,0,0,1
1459,2016-11-01,RWH,1,9063,1416,3258,0.84
1460,2016-11-01,RWH,other,4259,0,0,1
1461,2016-11-01,"NAX",other,336,0,0,1
1462,2016-11-01,NQ106,other,534,0,0,1
1463,2016-11-01,RLT,1,6425,931,1129,0.86
1464,2016-11-01,NTPAL,other,2180,0,0,1
1465,2016-11-01,NEH06,other,1838,0,0,1
1466,2016-11-01,RR1,1,18764,3164,5986,0.83
1467,2016-11-01,RR1,other,3222,35,1186,0.99
1468,2016-11-01,RY4,other,907,0,0,1
1469,2016-11-01,RQQ,1,3696,736,734,0.8
1470,2016-11-01,RGQ,1,7134,1032,1959,0.86
1471,2016-11-01,RGQ,other,368,0,157,1
1472,2016-11-01,RGP,1,5767,569,1228,0.9
1473,2016-11-01,RGP,other,110,0,0,1
1474,2016-11-01,RNQ,1,7145,1526,2388,0.79
1475,2016-11-01,C82038,other,352,0,0,1
1476,2016-11-01,RY5,other,12535,73,29,0.99
1477,2016-11-01,NJS05,other,3484,141,0,0.96
1478,2016-11-01,RC9,1,8316,126,2574,0.98
1479,2016-11-01,RC9,other,3750,0,0,1
1480,2016-11-01,C82009,other,330,0,0,1
1481,2016-11-01,NLO11,other,559,1,0,1
1482,2016-11-01,NLO09,other,531,5,0,0.99
1483,2016-11-01,RQ8,1,7393,1256,2093,0.83
1484,2016-11-01,RQ8,other,435,21,0,0.95
1485,2016-11-01,RD8,1,7112,969,1327,0.86
1486,2016-11-01,RD8,other,4509,0,0,1
1487,2016-11-01,Y02652,other,4067,0,0,1
1488,2016-11-01,RM1,1,9373,1410,2392,0.85
1489,2016-11-01,RM1,other,793,2,0,1
1490,2016-11-01,Y02646,other,4790,0,0,1
1491,2016-11-01,RGN,1,7912,2224,2019,0.72
1492,2016-11-01,RGN,other,758,0,0,1
1493,2016-11-01,RNS,1,8699,1609,2653,0.82
1494,2016-11-01,RNS,2,982,1,0,1
1495,2016-11-01,NMH01,other,5513,0,0,1
1496,2016-11-01,NR3,other,5174,104,0,0.98
1497,2016-11-01,RX1,1,14832,3513,4125,0.76
1498,2016-11-01,RX1,2,1503,12,0,0.99
1499,2016-11-01,RX1,other,185,1,0,0.99
1500,2016-11-01,NLO10,other,2979,18,0,0.99
1501,2016-11-01,C82010,other,259,0,0,1
1502,2016-11-01,NLO12,other,283,6,0,0.98
1503,2016-11-01,Y02428,other,2121,0,0,1
1504,2016-11-01,RXK,1,14002,3224,3228,0.77
1505,2016-11-01,RXK,2,2131,13,31,0.99
1506,2016-11-01,RXK,other,2729,0,0,1
1507,2016-11-01,RK5,1,8493,535,2805,0.94
1508,2016-11-01,RK5,other,3556,37,14,0.99
1509,2016-11-01,RXW,1,9692,2345,2188,0.76
1510,2016-11-01,RXW,other,1555,0,0,1
1511,2016-11-01,R1D,2,467,0,0,1
1512,2016-11-01,R1D,other,1871,1,0,1
1513,2016-11-01,Y02615,other,5441,0,0,1
1514,2016-11-01,RJC,1,5116,201,1702,0.96
1515,2016-11-01,RJC,other,614,0,0,1
1516,2016-11-01,RAJ,1,8083,1862,2239,0.77
1517,2016-11-01,Y02961,other,4034,0,0,1
1518,2016-11-01,RNA,1,8501,1183,2431,0.86
1519,2016-11-01,RNA,other,6233,0,0,1
1520,2016-11-01,RQW,1,8533,2512,1747,0.71
1521,2016-11-01,RCX,1,4913,467,1853,0.9
1522,2016-11-01,RL4,1,10573,1460,2546,0.86
1523,2016-11-01,RL4,other,8614,28,0,1
1524,2016-11-01,RWD,1,12422,2162,3417,0.83
1525,2016-11-01,RRK,1,9422,1759,2682,0.81
1526,2016-11-01,RKB,1,12101,2976,3862,0.75
1527,2016-11-01,RKB,2,1966,33,96,0.98
1528,2016-11-01,RKB,other,2093,6,2,1
1529,2016-11-01,RWE,1,12570,4447,3642,0.65
1530,2016-11-01,RWE,2,1794,48,7,0.97
1531,2016-11-01,RWE,other,6153,96,278,0.98
1532,2016-11-01,RJE,1,14356,4635,4332,0.68
1533,2016-11-01,RJE,2,437,0,0,1
1534,2016-11-01,RJE,other,4522,6,0,1
1535,2016-11-01,RBK,1,6175,1843,1872,0.7
1536,2016-11-01,RBK,other,3616,1,0,1
1537,2016-11-01,ATQ02,other,3877,0,0,1
1538,2016-11-01,RWG,1,7880,1841,2908,0.77
1539,2016-11-01,RWG,other,3681,13,0,1
1540,2016-11-01,RGR,1,5358,830,1931,0.85
1541,2016-11-01,RWP,1,9563,3122,2819,0.67
1542,2016-11-01,RWP,other,5239,1,0,1
1543,2016-11-01,R1A,2,692,0,0,1
1544,2016-11-01,RLQ,1,4398,994,1037,0.77
1545,2016-11-01,RLQ,other,2892,0,0,1
1546,2016-11-01,REM,1,6607,2446,2037,0.63
1547,2016-11-01,REM,other,6340,0,0,1
1548,2016-11-01,RCF,1,4585,421,965,0.91
1549,2016-11-01,RBS,1,5228,420,1118,0.92
1550,2016-11-01,RFF,1,6788,832,2082,0.88
1551,2016-11-01,RXL,1,6752,1687,1913,0.75
1552,2016-11-01,RXL,other,8674,1,0,1
1553,2016-11-01,RMC,1,9209,1889,2319,0.79
1554,2016-11-01,RAE,1,11184,1668,2992,0.85
1555,2016-11-01,NNF09,other,992,0,0,1
1556,2016-11-01,RY2,other,7317,25,0,1
1557,2016-11-01,RWY,1,12238,732,2451,0.94
1558,2016-11-01,NTP08,other,3949,4,0,1
1559,2016-11-01,RW3,1,12637,2357,3853,0.81
1560,2016-11-01,RW3,2,3545,14,179,1
1561,2016-11-01,RW3,other,9437,32,136,1
1562,2016-11-01,RLN,1,7810,638,2704,0.92
1563,2016-11-01,RLN,2,2072,11,39,0.99
1564,2016-11-01,RLN,other,2548,1,0,1
1565,2016-11-01,RJR,1,5662,730,1456,0.87
1566,2016-11-01,RJR,other,948,4,0,1
1567,2016-11-01,RXP,1,10727,1865,3179,0.83
1568,2016-11-01,RXP,other,12074,0,0,1
1569,2016-11-01,RNN,other,1015,7,0,0.99
1570,2016-11-01,RP5,1,10868,1247,3322,0.89
1571,2016-11-01,RP5,other,2581,0,330,1
1572,2016-11-01,RJN,1,3976,763,933,0.81
1573,2016-11-01,RJN,other,284,0,0,1
1574,2016-11-01,RXR,1,8965,2636,3086,0.71
1575,2016-11-01,RXR,other,6189,428,39,0.93
1576,2016-11-01,NNF28,other,391,0,0,1
1577,2016-11-01,RR7,1,7180,498,1614,0.93
1578,2016-11-01,RR7,other,2230,2,0,1
1579,2016-11-01,RCD,1,3959,295,949,0.93
1580,2016-11-01,RCD,other,796,0,0,1
1581,2016-11-01,RWA,1,10758,2303,3133,0.79
1582,2016-11-01,RWA,other,1185,2,0,1
1583,2016-11-01,RV9,other,1443,0,0,1
1584,2016-11-01,RXN,1,7255,1880,1838,0.74
1585,2016-11-01,RXN,other,3091,29,126,0.99
1586,2016-11-01,Y01231,other,2178,0,0,1
1587,2016-11-01,RR8,1,17848,3721,4802,0.79
1588,2016-11-01,RR8,other,1884,1,0,1
1589,2016-11-01,Y02875,other,3875,0,0,1
1590,2016-11-01,RY1,other,2327,0,0,1
1591,2016-11-01,REP,2,1043,5,118,1
1592,2016-11-01,Y01069,other,2926,0,0,1
1593,2016-11-01,RBT,1,4886,443,1772,0.91
1594,2016-11-01,RBT,other,1759,0,0,1
1595,2016-11-01,RXF,1,19295,4303,4575,0.78
1596,2016-11-01,RNL,1,7325,1038,2101,0.86
1597,2016-11-01,RVW,1,5748,327,1542,0.94
1598,2016-11-01,RVW,other,1429,3,3,1
1599,2016-11-01,RTV,other,1659,0,0,1
1600,2016-11-01,NLO01,other,6000,24,0,1
1601,2016-11-01,RJL,1,10617,1916,2458,0.82
1602,2016-11-01,RJL,other,1254,2,1,1
1603,2016-11-01,RTF,1,13756,908,3848,0.93
1604,2016-11-01,RTF,other,1608,5,1,1
1605,2016-11-01,RW6,1,22461,5318,5138,0.76
1606,2016-11-01,RW6,other,3975,81,94,0.98
1607,2016-11-01,RT2,other,4726,0,0,1
1608,2016-11-01,RQ6,1,7498,2383,2180,0.68
1609,2016-11-01,RQ6,2,1828,11,56,0.99
1610,2016-11-01,RQ6,other,10097,0,0,1
1611,2016-11-01,RM3,1,8564,1696,2737,0.8
1612,2016-11-01,RCU,1,5089,196,724,0.96
1613,2016-11-01,RHQ,1,9067,2265,2549,0.75
1614,2016-11-01,RHQ,2,1178,0,0,1
1615,2016-11-01,RHQ,other,7252,1,3,1
1616,2016-11-01,RTR,1,10066,705,2224,0.93
1617,2016-11-01,RTR,other,4967,0,19,1
1618,2016-11-01,RE9,1,4827,432,1313,0.91
1619,2016-11-01,RE9,other,714,4,0,0.99
1620,2016-11-01,RVY,1,6163,685,1919,0.89
1621,2016-11-01,RVY,other,4828,4,0,1
1622,2016-11-01,RBN,1,8559,2225,3410,0.74
1623,2016-11-01,RBN,other,5203,6,0,1
1624,2016-11-01,RWJ,1,7749,1638,2513,0.79
1625,2016-11-01,RMP,1,7029,943,1637,0.87
1626,2016-11-01,RTD,1,10653,1154,2058,0.89
1627,2016-11-01,RTD,2,1768,36,27,0.98
1628,2016-11-01,RTD,other,4446,0,3,1
1629,2016-11-01,RM2,1,8131,1066,2599,0.87
1630,2016-11-01,RTX,1,6951,1307,2057,0.81
1631,2016-11-01,RTX,other,1373,9,91,0.99
1632,2016-11-01,RWW,1,6560,834,2690,0.87
1633,2016-11-01,RWW,other,3429,6,0,1
1634,2016-11-01,RY7,other,5117,13,0,1
1635,2016-11-01,RBL,1,7840,1179,2485,0.85
1636,2016-11-01,RBL,other,2117,18,0,0.99
1637,2016-11-01,AJN,other,1538,0,0,1
1638,2016-11-01,RRF,1,7235,1192,1744,0.84
1639,2016-11-01,RCB,1,8771,2708,3224,0.69
1640,2016-11-01,RCB,other,6133,3,0,1
1641,2016-11-01,RTK,1,8510,1081,2024,0.87
1642,2016-11-01,RTK,other,1500,0,0,1
1643,2016-11-01,Y02688,other,3325,2,0,1
1644,2016-11-01,NQT10,other,3266,0,0,1
1645,2016-11-01,RWX,other,5049,0,0,1
1646,2016-11-01,Y04538,other,2915,7,0,1
1647,2016-11-01,RXH,1,12494,2432,3503,0.81
1648,2016-11-01,RXH,2,1116,0,23,1
1649,2016-11-01,NLW,other,4542,57,0,0.99
1650,2016-11-01,RXQ,1,6957,1376,2772,0.8
1651,2016-11-01,RXQ,2,1180,0,432,1
1652,2016-11-01,RXQ,other,3411,19,0,0.99
1653,2016-11-01,Y00058,other,2290,3,0,1
1654,2016-11-01,NLT02,other,1029,0,0,1
1655,2016-11-01,RJ8,other,7758,9,6,1
1656,2016-11-01,RN7,1,8490,971,2585,0.89
1657,2016-11-01,RN7,other,1495,1,0,1
1658,2016-11-01,RBD,1,3459,145,1290,0.96
1659,2016-11-01,RBD,other,3759,4,0,1
1660,2016-11-01,RVV,1,12064,4115,3168,0.66
1661,2016-11-01,RVV,other,5016,27,1324,0.99
1662,2016-11-01,RXC,1,8989,1583,2657,0.82
1663,2016-11-01,DD401,other,819,1,0,1
1664,2016-11-01,RDU,1,19752,1722,6292,0.91
1665,2016-11-01,R1J,other,5196,18,3,1
1666,2016-11-01,RTE,1,11045,1478,3468,0.87
1667,2016-11-01,RN3,1,6815,1924,2348,0.72
1668,2016-11-01,RN3,other,4814,29,0,0.99
1669,2016-11-01,RN5,1,8991,1042,2320,0.88
1670,2016-11-01,RN5,other,1102,0,0,1
1671,2016-11-01,NDA57,other,648,2,0,1
1672,2016-11-01,R1F,1,3008,705,779,0.77
1673,2016-11-01,R1F,other,1284,0,0,1
1674,2016-11-01,RYY,other,8679,5,0,1
1675,2016-11-01,NR5,other,3108,1,0,1
1676,2016-11-01,RWF,1,11651,1793,3432,0.85
1677,2016-11-01,RWF,other,1671,0,0,1
1678,2016-11-01,RPA,1,9429,2167,2026,0.77
1679,2016-11-01,RVJ,1,6748,1301,2444,0.81
1680,2016-11-01,RBZ,1,3452,404,1092,0.88
1681,2016-11-01,RBZ,other,3885,0,0,1
1682,2016-11-01,L83087,other,145,0,0,1
1683,2016-11-01,RNU,other,2521,84,0,0.97
1684,2016-11-01,RTH,1,10867,725,3354,0.93
1685,2016-11-01,RTH,2,1652,0,85,1
1686,2016-11-01,NLX02,other,541,0,0,1
1687,2016-11-01,RK9,1,8249,1381,2882,0.83
1688,2016-11-01,RK9,2,223,3,0,0.99
1689,2016-11-01,RD3,1,5397,463,1654,0.91
1690,2016-11-01,RD3,other,1207,0,0,1
1691,2016-11-01,RHU,1,9273,2900,3098,0.69
1692,2016-11-01,RHU,2,826,0,0,1
1693,2016-11-01,RHU,other,1641,2,4,1
1694,2016-11-01,RPC,other,866,2,16,1
1695,2016-11-01,RHW,1,9249,701,3071,0.92
1696,2016-11-01,RHW,2,1359,7,3,0.99
1697,2016-11-01,REF,1,5464,1257,2402,0.77
1698,2016-11-01,REF,other,1298,17,23,0.99
1699,2016-11-01,RH8,1,8143,560,1964,0.93
1700,2016-11-01,RH8,other,611,0,0,1
1701,2016-11-01,RA2,1,5747,686,2088,0.88
1702,2016-11-01,RD1,1,5888,1268,2161,0.78
1703,2016-11-01,RD1,other,967,13,119,0.99
1704,2016-11-01,RNZ,1,3731,420,996,0.89
1705,2016-11-01,RNZ,2,252,0,0,1
1706,2016-11-01,Y02666,other,1176,0,0,1
1707,2016-11-01,RH5,other,7479,59,0,0.99
1708,2016-11-01,RYF,other,1112,0,0,1
1709,2016-11-01,NTP11,other,4636,0,0,1
1710,2016-11-01,RW1,other,1951,7,5,1
1711,2016-11-01,NTPAD,other,4595,4,0,1
1712,2016-11-01,RTP,1,8077,396,2623,0.95
1713,2016-11-01,RDR,other,8252,68,0,0.99
1714,2016-11-01,RBA,1,5141,332,1642,0.94
1715,2016-11-01,AAH,other,197,0,0,1
1716,2016-11-01,RDZ,1,6025,312,1753,0.95
1717,2016-11-01,RDZ,2,1543,1,2,1
1718,2016-11-01,RA9,1,5764,695,2374,0.88
1719,2016-11-01,RA9,other,2522,0,0,1
1720,2016-11-01,RHM,1,8429,1365,3163,0.84
1721,2016-11-01,RHM,2,1371,16,15,0.99
1722,2016-11-01,RA7,1,9625,2445,3064,0.75
1723,2016-11-01,RA7,2,1801,17,4,0.99
1724,2016-11-01,RYR,1,11063,671,3287,0.94
1725,2016-11-01,RYR,other,985,6,0,0.99
1726,2016-11-01,RA3,1,4170,1004,944,0.76
1727,2016-11-01,NDA56,other,2468,17,0,0.99
1728,2016-11-01,G82071,other,1840,0,0,1
1729,2016-11-01,NDA55,other,2991,6,0,1
1730,2016-11-01,NLX24,other,1341,12,0,0.99
1731,2016-11-01,RA4,1,3821,178,1316,0.95
1732,2016-10-01,RF4,1,20513,2797,4570,0.86
1733,2016-10-01,RF4,2,637,6,0,0.99
1734,2016-10-01,RF4,other,2713,15,0,0.99
1735,2016-10-01,R1H,1,29209,5025,6848,0.83
1736,2016-10-01,R1H,2,616,0,0,1
1737,2016-10-01,R1H,other,10343,82,0,0.99
1738,2016-10-01,AD913,other,4364,0,0,1
1739,2016-10-01,RYX,other,19307,99,0,0.99
1740,2016-10-01,RQM,1,16564,2061,3563,0.88
1741,2016-10-01,RQM,other,7622,90,0,0.99
1742,2016-10-01,RJ6,1,6328,1239,2160,0.8
1743,2016-10-01,RJ6,other,3617,275,0,0.92
1744,2016-10-01,Y02696,other,1139,0,0,1
1745,2016-10-01,NX122,other,2794,0,0,1
1746,2016-10-01,RVR,1,12270,327,2973,0.97
1747,2016-10-01,RVR,2,444,0,7,1
1748,2016-10-01,RJ1,1,12482,2152,3205,0.83
1749,2016-10-01,RJ1,2,739,0,0,1
1750,2016-10-01,RJ1,other,2968,2,0,1
1751,2016-10-01,Y03082,other,3803,0,0,1
1752,2016-10-01,RQX,1,10183,679,1703,0.93
1753,2016-10-01,RY9,other,4737,0,0,1
1754,2016-10-01,RYJ,1,9713,2905,3266,0.7
1755,2016-10-01,RYJ,2,3984,9,8,1
1756,2016-10-01,RYJ,other,10880,273,0,0.97
1757,2016-10-01,RJZ,1,16936,4252,4366,0.75
1758,2016-10-01,RJZ,2,1972,2,0,1
1759,2016-10-01,RJZ,other,5174,245,0,0.95
1760,2016-10-01,RAX,1,9267,1068,1747,0.88
1761,2016-10-01,RAX,2,1024,6,0,0.99
1762,2016-10-01,RJ2,1,17756,3669,4904,0.79
1763,2016-10-01,RJ2,other,6136,448,0,0.93
1764,2016-10-01,R1K,1,11857,3752,5060,0.68
1765,2016-10-01,R1K,other,17477,97,0,0.99
1766,2016-10-01,RP6,2,8472,281,43,0.97
1767,2016-10-01,RAT,other,4920,31,0,0.99
1768,2016-10-01,RAP,1,14014,1729,2950,0.88
1769,2016-10-01,Y02973,other,833,0,0,1
1770,2016-10-01,AF003,other,485,0,0,1
1771,2016-10-01,AF002,other,596,0,0,1
1772,2016-10-01,RAL,1,18804,3222,3716,0.83
1773,2016-10-01,RAL,other,3392,0,0,1
1774,2016-10-01,Y03047,other,1911,0,0,1
1775,2016-10-01,RJ7,1,13155,989,3895,0.92
1776,2016-10-01,RJ7,other,1403,0,0,1
1777,2016-10-01,F84747,other,2509,0,0,1
1778,2016-10-01,RAS,1,5405,2341,1638,0.57
1779,2016-10-01,RAS,other,8209,15,0,1
1780,2016-10-01,Y03094,other,3256,0,0,1
1781,2016-10-01,E84068,other,3266,0,0,1
1782,2016-10-01,RKE,1,8253,979,1214,0.88
1783,2016-10-01,RRV,1,11861,1592,1997,0.87
1784,2016-10-01,Y02147,other,9443,0,0,1
1785,2016-10-01,Y03201,other,2567,0,0,1
1786,2016-10-01,NL7,other,4817,0,0,1
1787,2016-10-01,RDD,1,11582,1334,2259,0.88
1788,2016-10-01,RC1,1,6193,778,1664,0.87
1789,2016-10-01,M85813,other,3317,0,0,1
1790,2016-10-01,RQ3,1,5289,347,1080,0.93
1791,2016-10-01,RJF,1,5341,834,1717,0.84
1792,2016-10-01,RJF,other,4268,1,6,1
1793,2016-10-01,RGT,1,9708,2324,2941,0.76
1794,2016-10-01,RGT,other,3243,2,0,1
1795,2016-10-01,RFS,1,6690,551,1986,0.92
1796,2016-10-01,NQ108,other,2480,3,0,1
1797,2016-10-01,RDE,1,7639,1092,2547,0.86
1798,2016-10-01,Y03571,other,5824,39,0,0.99
1799,2016-10-01,Y02613,other,3979,0,0,1
1800,2016-10-01,RTG,1,11761,1650,3423,0.86
1801,2016-10-01,RTG,other,4131,1,0,1
1802,2016-10-01,RY8,other,5046,2,0,1
1803,2016-10-01,NNJ,other,1728,0,0,1
